wallet_address,total_deposit,total_withdraw,total_borrow,total_repay,total_liquidate,score,risk_category,is_bot,bot_risk
0x567a25e10691079b916bafd01357f7370a8f80d7,0.0,0.0,0.019719972116325098,0.025436085636704308,0.0,0.001714834056113763,High Risk,False,Human
0x0a7aff107909cd284ba841b67050cb0458175944,0.00835331391094557,0.014593476423418626,0.0,0.0,0.0,0.001670662782189114,High Risk,False,Human
0x4fd111b25a629c570740097e471d275bd5edbb38,0.008323461907523222,0.01104185592667997,0.0,0.0,0.0,0.0016646923815046445,High Risk,False,Human
0x601453dd6c5d5fdefe0287df5ebfa246e2152e71,0.0,0.0004606844879377245,0.04032901241145458,0.04583969289621026,0.0,0.0016532041454267038,High Risk,False,Human
0x0358629bd27fa559b88d0f41ea3da28d057c3414,0.0,0.0,0.0,0.005495951963067018,0.0,0.0016487855889201054,High Risk,False,Human
0x520ef574f275bb54bac66781834a3ee20e9b6e3c,0.005315394014661296,0.007898791948545503,0.005925533026982539,0.0077361296392073715,0.0,0.001606257786599709,High Risk,False,Human
0x7245386b3e4d58a34eabbc32879dd95f0df697ba,0.007556730103342081,0.010326305490446646,0.0015078258477426345,0.0016685630896151435,0.0,0.001559567193230169,High Risk,False,Human
0x238e24c06313fc8176bc6c49a0ebe86c2b0aabb6,0.0,0.0,0.0,0.005130271523966457,0.0,0.001539081457189937,High Risk,False,Human
0x23ddf6d247daaa192505811bd21661c8eb46b21c,0.007655626184316638,0.020247315295671645,0.0,0.0,0.0,0.0015311252368633277,High Risk,False,Human
0x4467554da9e6e79ef5f90f0c0fcbf7d645c394cf,0.007565723524266256,0.015563270722609499,0.0,0.0,0.0,0.0015131447048532514,High Risk,False,Human
0xb00ba6778cf84100da676101e011b3d229458270,0.0,0.0,0.23228656536767053,0.2372817527777886,0.0,0.0014985562230354216,High Risk,False,Human
0x285306442cd985cab2c30515cfdab106fca7bc44,0.007467397429300548,0.012497958105474438,2.1940577005828585e-05,2.408560526113101e-05,0.0,0.0014941229943367005,High Risk,False,Human
0x6c76d2e8dc43b63d9952594514ed67eeec34218a,0.00734897398646763,0.006575945556382709,0.0,0.0,0.0,0.001469794797293526,High Risk,False,Human
0xd47f89ed17b4249f620ac45c83dfaad7f4faa3d5,0.007321892181315761,0.010907650922027369,0.0,0.0,0.0,0.0014643784362631522,High Risk,False,Human
0xe826cf83f03732ea35eaf4cd9627d57529feca4b,0.007321539311642644,0.007865667931560036,0.0034374503731096112,0.0033728008182988658,0.0,0.0014449129958853052,High Risk,False,Human
0x782c7c0015ff2c58c9801a63eef8b6f48c8b7ae0,0.007200846242037178,0.009407049693118539,0.0,0.0,0.0,0.0014401692484074357,High Risk,False,Human
